time,alpha,pressure
4977.000000062216,0.090625,0.007298596818290803
4987.000000062434,0.096875,-0.006066162057896683
4997.000000062652,0.096875,-0.0029993456649585483
5007.000000062871,0.09375,-0.011162997567484312
5017.000000063089,0.1,0.01293812398736898
5027.000000063307,0.0984375,-0.006051894856802519
5037.0000000635255,0.1109375,-0.001765460318838193
5047.000000063744,0.1015625,-0.0009893883701956303
5057.000000063962,0.096875,0.0015979402025707162
5067.00000006418,0.10625,0.0007466553290843234
5077.000000064399,0.1,0.004794223237512022
5087.000000064617,0.0984375,0.004241926461831794
5097.000000064835,0.1015625,-0.008202366080594428
5107.000000065053,0.103125,0.008345479559010396
5117.000000065272,0.10625,-0.0058258008384603184
5127.00000006549,0.0953125,0.0007072667408184794
5137.000000065708,0.0921875,0.0011183638553823958
5147.0000000659265,0.1078125,-0.003915076519523996
5157.000000066145,0.1015625,-0.0031989050077965444
5167.000000066363,0.103125,0.0019481253035433166
5177.000000066581,0.1015625,-0.015500163927000809
5187.0000000668,0.0921875,0.011803551686278358
5197.000000067018,0.0953125,-0.0027557407321090045
5207.000000067236,0.0890625,0.003285337201455372
5217.0000000674545,0.0921875,0.0058088488001194405
5227.000000067673,0.10625,0.005342584201808266
5237.000000067891,0.0984375,0.0034547366715992054
5247.000000068109,0.1015625,0.000327779875972272
5257.000000068328,0.103125,0.002204999011639492
5267.000000068546,0.103125,0.0032067550910004836
5277.000000068764,0.1,0.002455368917916059
5287.000000068982,0.1,-0.0038840227147260878
5297.000000069201,0.096875,0.004577942078110133
5307.000000069419,0.0984375,0.011505673538528221
5317.000000069637,0.0921875,0.0010202208394521027
5327.000000069856,0.09375,-0.004640448438885074
5337.000000070074,0.096875,0.0001271164909220631
5347.000000070292,0.103125,-0.00522511030843317
5357.00000007051,0.1078125,0.005008166963682322
5367.000000070729,0.1015625,0.012071109497163161
5377.000000070947,0.10625,0.014507800821739145
5387.000000071165,0.109375,-0.01204681711916665
5397.0000000713835,0.10625,0.004275632773751453
5407.000000071602,0.1046875,-0.0038676353026881965
5417.00000007182,0.096875,0.010019996005446737
5427.000000072038,0.1046875,-0.0019236942533183237
5437.000000072257,0.09375,0.0013243782009882946
5447.000000072475,0.1,0.005655784827135663
5457.000000072693,0.096875,0.0030909174662658713
5467.0000000729115,0.09375,0.0045785640155599295
5477.00000007313,0.0984375,0.0010566772196602865
5487.000000073348,0.0890625,0.002083088825904527
5497.000000073566,0.0921875,-0.005050485577207009
5507.000000073785,0.0953125,0.006127146463186975
5517.000000074003,0.090625,0.003942592687401529
5527.000000074221,0.090625,-0.005389849273466112
5537.000000074439,0.096875,-0.004582164044854593
5547.000000074658,0.0921875,-0.0008746486761736144
5557.000000074876,0.0828125,-0.007893658444952956
5567.000000075094,0.08125,0.0039859580064869745
5577.0000000753125,0.084375,0.006125012890202206
5587.000000075531,0.0875,-0.00687059267421311
5597.000000075749,0.0875,0.0029516612247224134
5607.000000075967,0.0890625,-0.0008450135969176407
5617.000000076186,0.0859375,5.8010322138158646e-05
5627.000000076404,0.0921875,0.005509682691983357
5637.000000076622,0.1046875,-0.0013718345244492565
5647.0000000768405,0.09375,0.012793031565432674
5657.000000077059,0.0859375,7.775405745543325e-05
5667.000000077277,0.0921875,-0.004566809620667924
5677.000000077495,0.1,-0.006600931741901173
5687.000000077714,0.103125,0.019546635957261662
5697.000000077932,0.096875,0.0135289713867134
5707.00000007815,0.1,0.005491030539945144
5717.000000078368,0.090625,0.007463639095545582
5727.000000078587,0.084375,-0.006433400476846697
5737.000000078805,0.0859375,-0.001680232945786643
5747.000000079023,0.0859375,0.002621531149280668
5757.0000000792415,0.0890625,-0.0006063492574107833
5767.00000007946,0.0859375,-0.011087742084978168
5777.000000079678,0.0875,-0.0023919430175641777
5787.000000079896,0.1,0.0018199208060117238
5797.000000080115,0.1046875,0.010322597888276767
5807.000000080333,0.109375,0.0011026104435534207
5817.000000080551,0.1,0.008507325881111956
5827.0000000807695,0.096875,-0.00034799852696410817
5837.000000080988,0.0953125,0.0035011182276818453
5847.000000081206,0.09375,0.00431882516647842
5857.000000081424,0.1,-0.011847547531173848
5867.000000081643,0.10625,-0.004969443923626165
5877.000000081861,0.1109375,-0.003107740773928227
5887.000000082079,0.1046875,0.012924554326465365
5897.000000082297,0.1015625,-0.004848074735727097
5907.000000082516,0.09375,0.014380415269018154
5917.000000082734,0.096875,-0.011353035433259807
5927.000000082952,0.096875,-0.009318143020031864
5937.000000083171,0.103125,0.013227677947344673
5947.000000083389,0.0984375,0.00255448301462788
5957.000000083607,0.0984375,0.004365789168266012
5967.000000083825,0.09375,0.005559274410649666
